,news_id,title,publish_time,location,category,latitude,longitude
25,160117,新田公路、粉嶺公路往大欖隧道交通癱瘓，龍尾：上水港鐵站。,2019-11-14 09:45:00,上水港鐵站,busy,22.49994135,114.122708597383
26,160514,青朗公路、新田公路、粉嶺公路往大欖隧道交通癱瘓，龍尾：上水港鐵站。,2019-11-14 09:45:00,上水港鐵站,busy,22.49994135,114.122708597383
27,220678,上水港鐵站附近的新運路、龍琛路、掃管埔路及新豐路一帶的交通較繁忙。,2019-11-18 19:57:00,上水港鐵站,busy,22.49994135,114.122708597383
28,68519,粉嶺公路往九龍方向，近雞嶺迴旋處慢線有交通意外，龍尾：上水迴旋處。,2019-11-06 19:31:00,上水迴旋處,accident,22.5002923,114.1240688
29,8349,東九龍走廊往尖沙咀方向，近山西街有交通意外，龍尾：上鄉道。,2019-10-31 15:46:00,上鄉道,accident,22.3187178,114.1884931
30,35931,獅子山隧道公路往沙田方向，近世界花園的交通意外已清理，車龍有待消散。,2019-11-03 16:27:00,世界花園,accident,22.3643168,114.1771558
31,62816,獅子山隧道往九龍方向，龍尾：世界花園。,2019-11-06 08:58:00,世界花園,busy,22.3643168,114.1771558
32,203527,獅子山隧道公路往沙田方向，近紅梅谷路有交通意外，龍尾：世界花園。,2019-11-16 16:19:00,世界花園,accident,22.3643168,114.1771558
33,499972,獅子山隧道九龍入口，龍尾：世界花園。,2019-12-11 07:37:00,世界花園,busy,22.3643168,114.1771558
34,519467,獅子山隧道沙田入口，龍尾：世界花園。,2019-12-13 07:08:00,世界花園,busy,22.3643168,114.1771558
35,475590,獅子山隧道間歇性封閉措施取消，獅子山隧道往九龍方向，龍尾：世界花園。,2019-12-09 08:58:00,世界花園,blocked,22.3643168,114.1771558
36,601355,獅子山隧道沙田入口，龍尾：世界花園。,2020-01-03 08:03:00,世界花園,busy,22.3643168,114.1771558
37,593335,獅子山隧道公路往九龍方向，近仁安醫院中線有交通意外，龍尾：世界花園。,2019-12-27 18:55:00,世界花園,accident,22.3643168,114.1771558
38,599803,中區半山自動扶梯及行人道：延長服務至延長至1/1 (星期三) 03：00。,2019-12-31 20:51:00,中區半山自動扶梯,info,22.2825913,114.1523694
39,598912,干諾道西東行往灣仔方向，。近中山紀念公園一帶擠塞。,2019-12-31 09:23:00,中山紀念公園,congestion,22.2897502,114.144785428738
40,519771,西區海底隧道往九龍方向，管道內快線有交通交通意外，龍尾：中山紀念公園。,2019-12-13 09:04:00,中山紀念公園,accident,22.2897502,114.144785428738
41,519835,西區海底隧道往九龍方向，管道內快線有交通意外，龍尾：中山紀念公園。,2019-12-13 09:04:00,中山紀念公園,accident,22.2897502,114.144785428738
42,202394,【新界區封路】吐露港公路往九龍方向，近香港中文大學亦已重開，來回交通回復正常。,2019-11-16 11:49:00,中文大學,blocked,22.4195827,114.2045717
43,202263,【新界區封路】吐露港公路近香港中文大學，往大埔方向重開，往九龍方向仍然封閉。,2019-11-16 10:55:00,中文大學,blocked,22.4195827,114.2045717
44,185051,吐露港公路近中文大學一段往來回方向，重開一條行車線。,2019-11-15 12:22:00,中文大學,info,22.4195827,114.2045717
45,98100,較早前吐露港公路往九龍方向，近香港中文大學的交通意外已清理，車龍有待消散。,2019-11-09 18:38:00,中文大學,accident,22.4195827,114.2045717
46,476844,九龍公園徑往梳士巴利道方向擠塞，龍尾：中港城。,2019-12-09 11:40:00,中港城,congestion,22.30007925,114.167640333707
47,477410,九龍公園徑往梳士巴利道方向，近中間道有交通意外，龍尾：中港城。,2019-12-09 12:40:00,中港城,accident,22.30007925,114.167640333707
48,587920,廣東道往梳士巴利道方向，近天星碼頭一段擠塞，龍尾：中港城。,2019-12-24 14:29:00,中港城,congestion,22.30007925,114.167640333707
49,587268,【平安夜特別交通安排】由14:00開始，警方會視乎現場情況，於中環蘭桂芳一帶實施封路及改道措施。,2019-12-24 07:15:00,中環,blocked,22.2821183,114.1554406
50,588677,【平安夜特別交通安排】部份巴士、專線小巴路線、電車和中環至半山行人電梯亦會延長服務時間。,2019-12-24 21:35:00,中環,info,22.2821183,114.1554406
51,590052,中環至半山行人電梯會延長服務時間。,2019-12-25 14:00:00,中環,info,22.2821183,114.1554406
52,587881,【平安夜特別交通安排】由現時開始，警方會視乎現場情況，於中環蘭桂芳一帶實施封路及改道措施。,2019-12-24 14:02:00,中環,blocked,22.2821183,114.1554406
53,587284,【平安夜特別交通安排】部份巴士、專線小巴路線、電車和中環至半山行人電梯亦會延長服務時間。,2019-12-24 07:45:00,中環,info,22.2821183,114.1554406
54,598709,【除夕交通】，中環、灣仔北及銅鑼灣於下午2時開始，會因應人流情況，分階段實施封路及交通改道安排。,2019-12-31 06:30:00,中環,blocked,22.2821183,114.1554406
55,599802,中環雲咸街近安蘭街一帶現時多車。,2019-12-31 20:25:00,中環,busy,22.2821183,114.1554406
56,599875,中環雲咸街近威靈頓街現時交通繁忙。,2019-12-31 21:25:00,中環,busy,22.2821183,114.1554406
57,598765,【除夕交通】部分巴士及專線小巴路線；電車和中環至半山行人電梯；往來中環及尖沙嘴的渡輪亦會延長服務時間。,2019-12-31 07:35:00,中環,info,22.2821183,114.1554406
58,605280,中環立法會道臨時交通安排：南行往夏愨道方向已經重開，北行往海旁方向仍然封閉。,2020-01-06 14:46:00,中環,normal,22.2821183,114.1554406
59,597513,告士打道東行過海，龍尾：中環廣場。,2019-12-30 14:40:00,中環廣場,busy,22.28006035,114.173641245092
60,591601,告士打道東行往跑馬地方向，龍尾：中環廣場。,2019-12-26 18:15:00,中環廣場,busy,22.28006035,114.173641245092
61,586312,告士打道東行跑馬地、北角線多車，龍尾:中環廣場。,2019-12-23 15:57:00,中環廣場,busy,22.28006035,114.173641245092
62,279026,告士打道東行往北角及跑馬地方向，龍尾：中環廣場。,2019-11-22 15:35:00,中環廣場,busy,22.28006035,114.173641245092
63,455976,告士打道東行往北角、跑馬地方向車多，龍尾：中環廣場。,2019-12-06 14:00:00,中環廣場,busy,22.28006035,114.173641245092
64,6835,告士打道東行過海，龍尾：中環廣場。,2019-10-31 12:10:00,中環廣場,busy,22.28006035,114.173641245092
65,235176,西隧往九龍方向，龍尾：中環軍營。,2019-11-19 17:35:00,中環軍營,busy,22.28172085,114.163605666882
66,210540,花園道下行車多，龍尾：中銀大廈。,2019-11-17 20:50:00,中銀大廈,busy,22.2791523,114.1611195
67,600114,"九龍區道路狀況，以下公共運輸服務需要臨時調整，詳情如下：下列日間巴士路線暫停服務：九龍/新界：8P, 63X, 202, 268X, 796P; 下列日間巴士路線縮短行駛路線/改道行駛：九龍/新界：701, 701A, 792M, 796C, 796X, 798; 過海路線：102, 104, 112, 118, 171, 694, 904, 905, 970, 970X, 971, H1, H2",2020-01-01 00:14:00,九龍,service paused,22.3292552,114.1484266
68,600116,"九龍區道路狀況，以下公共運輸服務需要臨時調整，詳情如下：下列日間巴士路線暫停服務：九龍/新界：8P, 63X, 202, 268X, 796P; 下列日間巴士路線縮短行駛路線/改道行駛：九龍/新界：701, 701A, 792M, 796C, 796X, 798; 過海路線：102, 104, 112, 118, 171, 694, 904, 905, 970, 970X, 971。",2020-01-01 00:24:00,九龍,service paused,22.3292552,114.1484266
69,600175,"九龍區道路狀況，下列日間巴士路線暫停服務：九龍/新界：8P, 63X, 202, 268X, 796P; 下列日間巴士路線縮短行駛路線/改道行駛：九龍/新界：701, 701A, 792M, 796C, 796X, 798; 過海路線：102, 104, 112, 118, 171, 694, 904, 905, 970, 970X, 971。",2020-01-01 01:00:00,九龍,service paused,22.3292552,114.1484266
70,599485,九龍區道路狀況：九龍公園徑來往方向暫時封閉。,2019-12-31 17:39:00,九龍,blocked,22.3292552,114.1484266
71,599487,九龍區道路狀況：下列日間巴士路線縮短行駛路線/改道行駛：九龍/新界：12、215X、271、281A、296D; 過海路線：973、H1、H2。,2019-12-31 17:50:00,九龍,info,22.3292552,114.1484266
72,588754,【九龍區道路狀況】以下九龍/新界巴士路線須改道行駛：8P、12、41A、215X、271、281A、296D、701、701A、796C、796X。,2019-12-24 22:14:00,九龍,info,22.3292552,114.1484266
73,588755,【九龍區道路狀況】以下九龍/新界巴士路線須改道行駛：102、104、110、112、118、171、904、905、970、970X、971、973、H1、H2。 ,2019-12-24 22:15:00,九龍,info,22.3292552,114.1484266
74,588203,【九龍區道路狀況】九龍公園徑的來回方向全線封閉。,2019-12-24 17:06:00,九龍,blocked,22.3292552,114.1484266
75,588326,【九龍區道路狀況】以下九龍/新界巴士路線須改道行駛：12、215X、271、281A、296D。,2019-12-24 17:57:00,九龍,info,22.3292552,114.1484266
76,160185,"以下巴士路線維持有限度服務：九龍及新界區路線：268P,269S,273A,276A,278K,286X,93K ,95,203E,230X ,234X,238X,242X,248M,249M,258D,258P,258S,259D ,265B,268A,268B,268C,269B ,269C,276,276P ,279X ,290,290A,290X,297,702,22,X42C。",2019-11-14 09:49:00,九龍,info,22.3292552,114.1484266
77,160186,"以下巴士路線維持有限度服務：九龍及新界區路線：B1,R8,1A,3B ,3D,3M,5,5C ,6C,9 ,12,13D ,14 ,16 ,21 ,23,24,26,26M,27,29M,31M,32M,33,34M,35X ,36M,37M,38,39M,40,40X ,41A ,43X,43M,46X,46P,53,54,57M,58M,58X,59X,59M,60M,60X。",2019-11-14 09:49:00,九龍,info,22.3292552,114.1484266
78,104177,以下九龍及新界區巴士路線縮短路線/改道行駛：798、702、22。,2019-11-10 19:10:00,九龍,info,22.3292552,114.1484266
79,102263,普通道往九龍方向，近福民花園車多。,2019-11-10 13:46:00,九龍,busy,22.3292552,114.1484266
80,103477,以下九龍/新界區巴士路線暫停服務：B3M。,2019-11-10 17:50:00,九龍,service paused,22.3292552,114.1484266
81,22900,高鐵西九龍站的部分出入口暫時關閉。高速鐵路服務則維持正常。,2019-11-01 19:45:00,九龍,service paused,22.3292552,114.1484266
82,32913,"【巴士服務】因道路狀況，以下九龍及新界區路線暫停：203C,208,8A,8P,W2。",2019-11-02 21:47:00,九龍,service paused,22.3292552,114.1484266
83,32084,"【巴士服務】因道路狀況，以下九龍區路線暫停：203C,208。",2019-11-02 20:29:00,九龍,service paused,22.3292552,114.1484266
84,11846,道路狀況巴士暫停：九龍及新界區巴士線，包括2、6、6C、6F、18、41、41A、45、63X、203C及268X的服務暫停。,2019-10-31 20:32:00,九龍,service paused,22.3292552,114.1484266
85,11941,九龍區專線小巴暫停：因道路狀況，專線小巴12、17M及30M的服務暫停。,2019-10-31 20:38:00,九龍,service paused,22.3292552,114.1484266
86,36946,機場快綫：九龍站市區預辦登機服務將於21:00暫停；香港站市區預辦登機服務維持至全日服務結束為止。,2019-11-03 19:20:00,九龍,service paused,22.3292552,114.1484266
87,103223,以下九龍及新界區巴士路線縮短路線/改道行駛：798、702、22。,2019-11-10 17:13:00,九龍,info,22.3292552,114.1484266
88,102669,以下九龍及新界區巴士路線縮短路線/改道行駛：52X、60M、60X、61M、61X、259D、261、263、798。,2019-11-10 15:46:00,九龍,info,22.3292552,114.1484266
89,99772,【機場快綫】九龍站市區預辦登機服務已暫停。,2019-11-09 21:00:00,九龍,service paused,22.3292552,114.1484266
90,102570,以下九龍及新界區巴士路線縮短路線/改道行駛：52X、60M、60X、61M、61X、259D、261、263。,2019-11-10 15:21:00,九龍,info,22.3292552,114.1484266
91,105795,以下新界/九龍巴士路線暫停服務：30、31、34、43、43B、234A、234B、235、238M、243M。,2019-11-10 21:55:00,九龍,service paused,22.3292552,114.1484266
92,305057,【機場快綫】九龍站市區預辦登機服務已暫停；香港站的市區預辦登機服務維持正常，截止時間將為飛機起飛前90分鐘。,2019-11-23 21:00:00,九龍,service paused,22.3292552,114.1484266
93,511199,由於東隧往九龍方向有車輛著火，為安全起見，現時東隧來回方向全線封閉。,2019-12-12 12:36:00,九龍,blocked,22.3292552,114.1484266
94,455270,粉嶺公路往九龍方向，近九龍坑的第三線有交通意外，一帶車多。,2019-12-06 12:48:00,九龍坑,accident,22.4825117,114.1510011
95,455401,較早前粉嶺公路往九龍方向，近九龍坑第三線交通意外已清理，交通回復正常。,2019-12-06 13:04:00,九龍坑,normal,22.4825117,114.1510011
96,321996,粉嶺公路往九龍方向，近九龍坑慢線有交通意外，一帶車多。,2019-11-25 08:58:00,九龍坑,accident,22.4825117,114.1510011
97,460195,粉嶺公路凌晨工程：由星期六 (7/12) 01:00至05:30，粉嶺公路北行往上水方向，近吐露港公至康樂園路支路；以及連接康樂園路支路至九龍坑行車天橋一段會封閉部份行車線。,2019-12-06 19:39:00,九龍坑,blocked,22.4825117,114.1510011
98,464338,粉嶺公路工程：由01:00至05:30，粉嶺公路北行往上水方向，近吐露港公至康樂園路支路； 以及連接康樂園路支路至九龍坑行車天橋一段會封閉部份行車線。,2019-12-07 00:05:00,九龍坑,blocked,22.4825117,114.1510011
99,418263,粉嶺單車徑封閉：為配合粉嶺公路的道路工程，大窩東支路近九龍坑行車天橋的一段單車徑會臨時封閉。,2019-12-02 20:16:00,九龍坑,blocked,22.4825117,114.1510011
100,214557,粉嶺公路往上水方向，近九龍坑一段擠塞。,2019-11-18 11:45:00,九龍坑,congestion,22.4825117,114.1510011
101,322252,較早前粉嶺公路往九龍方向，近九龍坑慢線的交通意外已清理，一帶交通擠塞。,2019-11-25 09:25:00,九龍坑,accident,22.4825117,114.1510011
102,235174,太子道東九龍城段來回方向慢車。,2019-11-19 17:15:00,九龍城,busy,22.330976,114.1892747
103,249819,受觀塘道往油塘擠塞影響，太子道東往油塘及上觀塘繞道亦擠塞，龍尾：九龍城迴旋處。,2019-11-20 08:24:00,九龍城迴旋處,congestion,22.3266892,114.1898132
104,421949,馬頭圍道往紅磡方向，近天光道一段擠塞，龍尾：九龍城迴旋處。,2019-12-03 07:34:00,九龍城迴旋處,congestion,22.3266892,114.1898132
105,249427,受觀塘道往油塘擠塞影響，太子道東往油塘亦擠塞，龍尾：九龍城迴旋處。,2019-11-20 08:24:00,九龍城迴旋處,congestion,22.3266892,114.1898132
106,369490,九龍城迴旋處有交通意外，影響一帶交通擠塞。,2019-11-27 09:17:00,九龍城迴旋處,accident,22.3266892,114.1898132
107,369930,較早前九龍城迴旋處交通意外已清理，一帶擠塞。,2019-11-27 09:52:00,九龍城迴旋處,accident,22.3266892,114.1898132
108,509743,太子道東有道路事故，往觀塘方向，近富豪東方酒店中快線封閉，龍尾：九龍城迴旋處。,2019-12-12 07:16:00,九龍城迴旋處,blocked,22.3266892,114.1898132
109,490649,太子道西往大角咀方向，近窩打老道的３及４線有交通意外，龍尾：九龍城迴旋處。,2019-12-10 13:31:00,九龍城迴旋處,accident,22.3266892,114.1898132
110,465017,太子道西往旺角方向，近花墟一段擠塞，龍尾：九龍城迴旋處。,2019-12-07 12:10:00,九龍城迴旋處,congestion,22.3266892,114.1898132
111,491481,太子道東往觀塘方向，近譽港灣擠塞，龍尾：九龍城迴旋處。,2019-12-10 14:54:00,九龍城迴旋處,congestion,22.3266892,114.1898132
112,476556,較早前太子道東天橋往旺角方向，近九龍城迴旋處快線交通意外已清理，一帶車多。,2019-12-09 11:11:00,九龍城迴旋處,accident,22.3266892,114.1898132
113,424739,太子道西往大角咀方向，近園藝街一段擠塞，龍尾：九龍城迴旋處。,2019-12-03 14:29:00,九龍城迴旋處,congestion,22.3266892,114.1898132
114,546323,太子道西往旺角方向，近喇沙利道一段車多繁忙，龍尾：九龍城迴旋處。,2019-12-17 07:42:00,九龍城迴旋處,busy,22.3266892,114.1898132
115,560694,太子道西往大角咀方向，近窩打老道快線有交通意外，龍尾：九龍城迴旋處。,2019-12-18 14:30:00,九龍城迴旋處,accident,22.3266892,114.1898132
116,581323,太子道東往觀塘方向，近彩虹道中線有壞車阻路，龍尾：九龍城迴旋處。,2019-12-20 16:12:00,九龍城迴旋處,busy,22.3266892,114.1898132
117,584553,太子道東行人隧道工程：由星期一(23/12) 01:30至05:30，往旺角方向，介乎九龍城迴旋處及彩虹道之間的三條行車線將會暫時封閉。,2019-12-22 14:09:00,九龍城迴旋處,blocked,22.3266892,114.1898132
118,212943,觀塘道往油塘方向擠塞，影響太子道東往觀塘方向亦擠塞，龍尾：九龍城迴旋處。,2019-11-18 08:51:00,九龍城迴旋處,congestion,22.3266892,114.1898132
119,97506,太子道東道路事故：往觀塘方向，近譽港灣慢線封閉，龍尾：九龍城迴旋處。,2019-11-09 17:36:00,九龍城迴旋處,blocked,22.3266892,114.1898132
120,107222,馬頭圍道往紅磡方向，近落山道擠塞，龍尾：九龍城迴旋處。,2019-11-11 07:29:00,九龍城迴旋處,congestion,22.3266892,114.1898132
121,97593,太子道東道路事故清場：往觀塘方向，近譽港灣慢線已重開，龍尾：九龍城迴旋處。,2019-11-09 17:43:00,九龍城迴旋處,busy,22.3266892,114.1898132
122,63645,太子道西往大角咀方向，近喇沙利道擠塞，龍尾：九龍城迴旋處。,2019-11-06 11:47:00,九龍城迴旋處,congestion,22.3266892,114.1898132
123,604198,太子道東行人隧道工程：由星期一(6/1) 01:30至05:30，往旺角方向，介乎九龍城迴旋處及彩虹道之間的三條行車線將會暫時封閉。,2020-01-05 19:07:00,九龍城迴旋處,blocked,22.3266892,114.1898132
124,604252,太子道東行人隧道工程：直至05:30，往旺角方向，介乎九龍城迴旋處及彩虹道之間的三條行車線將會暫時封閉。,2020-01-05 01:30:00,九龍城迴旋處,blocked,22.3266892,114.1898132
125,603344,九龍城公眾遊行：由星期日(5/1)08:30至11:00，亞皆老街遊樂場、馬頭涌道、九龍城迴旋處、亞皆老街、士他令道、太子道西、聯合道、賈炳達道、樂善道、沙浦道、衙前圍道、打鼓嶺道可能間歇性封閉及實施交通管制安排。,2020-01-04 21:00:00,九龍城迴旋處,blocked,22.3266892,114.1898132
126,603595,九龍城公眾遊行：由08:30至11:00，亞皆老街遊樂場、馬頭涌道、九龍城迴旋處、亞皆老街、士他令道、太子道西、聯合道、賈炳達道、樂善道、沙浦道、衙前圍道、打鼓嶺道可能間歇性封閉及實施交通管制安排。,2020-01-05 04:30:00,九龍城迴旋處,blocked,22.3266892,114.1898132
127,602698,太子道西往大角咀方向，近花墟一段擠塞，龍尾：九龍城迴旋處。,2020-01-04 11:50:00,九龍城迴旋處,congestion,22.3266892,114.1898132
128,600938,太子道東往觀塘方向，近景泰苑有交通意外，龍尾：九龍城迴旋處。,2020-01-02 16:21:00,九龍城迴旋處,accident,22.3266892,114.1898132
129,596503,九龍城太子道東凌晨工程：由星期一(30/12)01:30至05:30，太子道東往旺角方向，介乎九龍城迴旋處至彩虹道的一段靠左三條地面行車線將會暫時封閉，車輛須改道行駛。,2019-12-29 20:00:00,九龍城迴旋處,blocked,22.3266892,114.1898132
130,595134,九龍城太子道東凌晨工程：由星期日(29/12)01:30至05:30，太子道東往旺角方向，介乎九龍城迴旋處至彩虹道的一段靠左三條地面行車線將會臨時封閉，車輛須改道行駛。,2019-12-28 20:00:00,九龍城迴旋處,blocked,22.3266892,114.1898132
131,595479,九龍城太子道東工程：由01:30至05:30，太子道東往旺角方向，介乎九龍城迴旋處至彩虹道的一段靠左三條地面行車線將會臨時封閉，車輛須改道行駛。,2019-12-29 00:05:00,九龍城迴旋處,blocked,22.3266892,114.1898132
132,585105,太子道東行人隧道工程：由凌晨01:30至05:30，往旺角方向，介乎九龍城迴旋處及彩虹道之間的三條行車線將會暫時封閉。,2019-12-22 20:00:00,九龍城迴旋處,blocked,22.3266892,114.1898132
133,588841,大老山隧道修路工程：由10:00至星期四(26/12)12:00，大老山隧道的南行車輛禁止駛入往鑽石山及西貢方向的下行斜路，須改經觀塘繞道、太子道東、九龍城迴旋處、龍翔道等。多條巴士路線亦須改道行駛，請乘客留意營辦商告示。,2019-12-25 00:30:00,九龍城迴旋處,blocked,22.3266892,114.1898132
134,574394,太子道東往觀塘方向，近彩虹邨一段擠塞，龍尾：九龍城迴旋處。,2019-12-19 19:45:00,九龍城迴旋處,congestion,22.3266892,114.1898132
135,89749,獅子山隧道九龍入口，窩打老道往沙田方向，龍尾：九龍塘沙福道。,2019-11-08 19:10:00,九龍塘沙福道,busy,22.3368067,114.1785418
136,75996,窩打老道天橋往尖沙咀方向，近界限街有交通意外，龍尾：九龍東軍營。,2019-11-07 16:04:00,九龍東軍營,accident,22.3370101,114.18037320101
137,305902,九龍灣宏冠道吊卸工程：直至明早 (24/11) 06:00，介乎臨華街與臨樂街之間的一段暫時封閉。,2019-11-23 21:50:00,九龍灣,blocked,22.323502,114.2118871
138,474151,九龍灣臨樂街凌晨吊卸工程：由凌晨01:00至05:30，臨樂街暫時封閉，所有車輛禁止駛入。,2019-12-08 22:00:00,九龍灣,blocked,22.323502,114.2118871
139,600527,九龍灣宏茂街拍攝工作：直至04:00，宏茂街介乎宏遠街至常怡道一段臨時封閉，一帶有改道安排。,2020-01-02 00:05:00,九龍灣,blocked,22.323502,114.2118871
140,602255,九龍灣一帶包括宏光道、宏照道、啟祥道、常怡道及啟福道等的交通非常繁忙，駕駛人士請保持忍讓及小心。,2020-01-03 19:30:00,九龍灣,busy,22.323502,114.2118871
141,602824,九龍灣宏開道路面重鋪工程：由15:00至19:00，介乎臨褔街至常悅道的一段宏開道南行將臨時封閉，一帶有交通改道安排。,2020-01-04 14:40:00,九龍灣,blocked,22.323502,114.2118871
142,561059,觀塘繞道近觀塘碼頭，來回方向有交通意外，龍尾分別到：九龍灣國際展貿中心、麗港城。,2019-12-18 15:10:00,九龍灣國際展貿中心,accident,22.3237874,114.203550860913
143,585757,較早前觀塘繞道往油塘方向，近麵粉廠慢線的壞車已拖走，龍尾：九龍灣國際展貿中心。,2019-12-23 10:27:00,九龍灣國際展貿中心,busy,22.3237874,114.203550860913
144,448406,觀塘繞道往油塘方向，近宏利大樓慢線有壞車阻路，龍尾：九龍灣國際展貿中心。,2019-12-05 17:56:00,九龍灣國際展貿中心,busy,22.3237874,114.203550860913
145,439174,觀塘繞道往油塘方向，近九龍貨倉中線有交通意外，龍尾：九龍灣國際展貿中心。,2019-12-04 19:08:00,九龍灣國際展貿中心,accident,22.3237874,114.203550860913
146,494665,觀塘繞道往油塘方向，近九龍麵粉廠的快線有交通意外，龍尾分別：九龍灣國際展貿中心、啟隧九龍灣出口。,2019-12-10 18:54:00,九龍灣國際展貿中心,accident,22.3237874,114.203550860913
147,504659,觀塘繞道往油塘方向，近觀塘碼頭擠塞，龍尾：九龍灣國際展貿中心。,2019-12-11 18:15:00,九龍灣國際展貿中心,congestion,22.3237874,114.203550860913
148,183728,東隧往港島方向擠塞，龍尾：九龍灣國際展貿中心。,2019-11-15 10:50:00,九龍灣國際展貿中心,congestion,22.3237874,114.203550860913
149,145061,觀塘繞道東行往將軍澳方向，近九龍灣國際展貿中心慢線有壞車阻路，經過請小心。,2019-11-13 14:50:00,九龍灣國際展貿中心,info,22.3237874,114.203550860913
150,147580,觀塘繞道壞車離開：東行往將軍澳方向，近九龍灣國際展貿中心慢線回復正常行車。,2019-11-13 16:29:00,九龍灣國際展貿中心,normal,22.3237874,114.203550860913
151,58630,大老山隧道往九龍，龍尾：九龍灣國際展貿中心。,2019-11-05 19:45:00,九龍灣國際展貿中心,busy,22.3237874,114.203550860913
152,67509,觀塘繞道往油塘方向，近九龍貨倉慢線有壞車阻路，龍尾：九龍灣國際展貿中心。,2019-11-06 18:29:00,九龍灣國際展貿中心,busy,22.3237874,114.203550860913
